HOME_PLAN_ID_CD|BHI_PROV_ID|PROVIDER_ID|ALT_PROV_ID|CON_PROV_ID|PROV_SPCLT_CD|PLAN_PROV_SPCLT_CD|CMS_SPCLT_CD|PROV_TYPE|PROV_NET_IND|OOA_IND|PROV_ORG_NM|PROV_NM_LAST|PROV_NM_FIRST|PROV_STREET1|PROV_STREET2|PROV_CITY|PROV_COUNTY_CD|PROV_STATE|PROV_ZIP|PROV_PHONE|PROV_EMAIL|PROV_NPI|PROV_DEA|SEG1_ID|SEG2_ID|SEG3_ID|SEG4_ID|SEG5_ID|SEG6_ID|SEG7_ID|SEG8_ID|SEG9_ID|SEG10_ID|PROV_ARRANGEMENT_ID_1|PROV_ARRANGEMENT_NM_1|PROV_ARRANGEMENT_TYPE_CD_1|PROV_ARRANGEMENT_START_DT_1|PROV_ARRANGEMENT_END_DT_1|PROV_ARRANGEMENT_ID_2|PROV_ARRANGEMENT_NM_2|PROV_ARRANGEMENT_TYPE_CD_2|PROV_ARRANGEMENT_START_DT_2|PROV_ARRANGEMENT_END_DT_2|PROV_TAXONOMY_CD|MEDICARE_PROV_ID
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||FRENCH|GINA|1319 PUNAHOU ST||HONOLULU|NE055|HI|96826||tons2042@live.com|1316948979||||||||||||||||||||||22737OJSFR|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||RINDAHL|MARTIN|1867 E FIR AVE||FRESNO|LA017|CA|93720||consultant1843@duck.com|1174529135||||||||||||||||||||||83614FZWOC|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||FINEGOLD|ROBERT|PO BOX 1849||LEWISTON|AR007|ME|42411||location1927@duck.com|1366446106||||||||||||||||||||||96915KFNYU|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||MATTHEWS|JOHN|701 N CLAYTON ST||WILMINGTON|AR131|DE|19805||personalized2048@duck.com|1275533234||||||||||||||||||||||43804OCUAC|
20|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||O||O'CONNOR|CORMAC|PSC 475||FPO|LA017|AP|96350||tel1911@yandex.com|1780686360||||||||||||||||||||||90999TIIXM|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||BAUER|ELIZABETH|PO BOX 5074||SIOUX FALLS|LA071|SD|57117||personalized1968@yandex.com|1124024153||||||||||||||||||||||92335QOXXO|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||BERTOLINO|GERARD|1990 INDUSTRIAL BLVD||HOUMA|AR007|LA|70363||cell1800@yahoo.com|1003810474||||||||||||||||||||||98458MMHQS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||FINLEY|JAMES|PO BOX 751069||CHARLOTTE|LA033|NC|28275||collaborative1877@protonmail.com|1639170822||||||||||||||||||||||91360CTXPB|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||GILLUM|PAUL|2413 PALMER CIR||NORMAN|PA003|OK|73069||western2082@gmail.com|1982602025||||||||||||||||||||||51696YSQRV|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||YESHLUR|CHANDRASHEKAR|1204 HILLTOP DR||ROCK SPRINGS|AR069|WY|82901||directory2071@example.com|1528065133||||||||||||||||||||||19226TZZRH|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||REED|JON|1124 COLUMBIA STREET||SEATTLE|AR031|WA|98104||presentations1957@example.com|1043215973||||||||||||||||||||||99057MUIUG|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||GLENN|JAMES|1130 OXFORD DRIVE||EMPORIA|NE109|KS|66801||boom2065@yahoo.com|1699778092||||||||||||||||||||||97330DUEMJ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ELWOOD|LORI|1320 W MAIN ST||NEWARK|AR143|OH|43055||viewers1936@yandex.com|1417956624||||||||||||||||||||||95176XWQPH|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||WEISS|KENNETH|6077 PRIMACY PKWY STE 140||MEMPHIS|AR007|TN|38119||bryant1969@live.com|1700889730||||||||||||||||||||||32029ITEHC|
259|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||I||CARLSON|RICHARD|500 E ROBINSON ST||NORMAN|AR069|OK|73071||posted2035@example.com|1124021597||||||||||||||||||||||45717FSINR|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||STEVENS|WILLIAM|PO BOX 80217||PHOENIX|PA003|AZ|85060||novels2036@yandex.com|1356344824||||||||||||||||||||||36539QSEES|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||PETRASKO|MARIAN|PO BOX 91407||SIOUX FALLS|NE055|SD|57109||reach1806@live.com|1881699965||||||||||||||||||||||74109UXTTE|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||CARLSON|RICHARD|500 E ROBINSON ST||NORMAN|AR045|OK|73071||bloomberg2087@gmail.com|1124021597||||||||||||||||||||||87819WFDHP|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||LAWRENCE|JOSEPH|P.O. BOX 638||GILLETTE|LA017|WY|82717||fox1894@yandex.com|1417953373||||||||||||||||||||||07522LIFWW|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||BONETTI|JUAN|313 MAIN ST||GREENWOOD|PA003|SC|29646||nuclear2013@outlook.com|1487657870||||||||||||||||||||||58697ASWGR|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||DAVIS|STACY|501 GREAT CIRCLE RD||NASHVILLE|PA003|TN|37228||boss2057@protonmail.com|1942203963||||||||||||||||||||||51885AZZSK|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||MACHAFFIE|BRUCE|3205 N ACADEMY BLVD STE 130||COLORADO SPRINGS|AR007|CO|80917||annie2032@duck.com|1871595173||||||||||||||||||||||91969DHYEE|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ALLGEIER|MAURICE|PO BOX 590293||LOUISVILLE|AR069|KY|40295||index1936@gmail.com|1376546317||||||||||||||||||||||91398HDWJI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||MARTENS|JEFFREY|1 BOONE RD||BREMERTON|AR131|WA|98312||mesh1851@yahoo.com|1104829548||||||||||||||||||||||73481QTMAT|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||MASON|JULIA|24850 SE STARK ST||GRESHAM|AR007|OR|97030||convertible1807@duck.com|1164426110||||||||||||||||||||||95059TPHCI|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||LAWRENCE|JOSEPH|P.O. BOX 638||GILLETTE|LA071|WY|82717||realty1983@yandex.com|1417953373||||||||||||||||||||||11999GAESB|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||DITTMANN|CAROL|PO BOX 110429||AURORA|AR131|CO|80042||vcr2014@example.org|1427052414||||||||||||||||||||||41654WSMXO|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||JOSHI|RAVINDRA|PO BOX 5010||MINOT|AR031|ND|58702||useful1952@yahoo.com|1477551422||||||||||||||||||||||54827KIBCR|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||FINLEY|JAMES|PO BOX 751069||CHARLOTTE|AR031|NC|28275||rather2046@duck.com|1639170822||||||||||||||||||||||69663GREPK|
20|207YS0123X|207YS0123X|207YS0123X|207YS0123X||||GROUP||I||AUSTIN|SUSAN|820 N CHELAN AVE||WENATCHEE|AR131|WA|98801||origin2059@example.org|1659374767||||||||||||||||||||||90306UICLF|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||STRICKLER|STEVEN|3260 HOSPITAL DR||JUNEAU|LA071|AK|99801||publications1888@duck.com|1699778290||||||||||||||||||||||52625JBRTC|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||CURTIN|KENNETH|233 NE 102ND AVE||PORTLAND|LA071|OR|97220||applicants1959@live.com|1568466548||||||||||||||||||||||12247ZTHFH|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||CHILCOTE|WAYNE|123 PRIMROSE LN||HAMILTON|NE153|MT|59840||tokyo2086@example.org|1508861840||||||||||||||||||||||19880ZIMJK|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||SAYAN|AHMET|9149 ESTATE THOMAS||ST THOMAS|AR007|VI|80231||statutory1826@yandex.com|1508864844||||||||||||||||||||||80609XHYTQ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||HARRIS|HOADLEY|3290 20TH ST S||FARGO|NE153|ND|58104||promptly1955@yandex.com|1811991607||||||||||||||||||||||22404XDGIB|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||CHANG-STROMAN|TAE'NI|1160 JOLIET ST||DYER|PA003|IN|46311||allowing2012@example.com|1902809601||||||||||||||||||||||18217JWGBX|
259|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||GILLUM|PAUL|2413 PALMER CIR||NORMAN|AR119|OK|73069||instead1896@duck.com|1982602025||||||||||||||||||||||66519VZCSS|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||HASNAIN|WIRASAT|KING ABDULAZIZ MEDICAL CITY P.O.BOX 9515||JEDDAH|LA033|MA|21423||powered2060@yahoo.com|1679574891||||||||||||||||||||||32918TPQKN|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||CHANG|THOMAS|PO BOX 418283||BOSTON|AR069|MA|22418||ivory2009@outlook.com|1689672743||||||||||||||||||||||13281IRBVM|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ALVEZ|LAURA|736 ROUTE 4||SINAJANA|LA033|GU|96910||sign1951@example.com|1447254891||||||||||||||||||||||65699JLFYL|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||FROST|CARRIE|25A JUNE ST||SANFORD|AR143|ME|40732||uniprotkb1848@yandex.com|1457354540||||||||||||||||||||||01499XJBHW|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||SOLORIO|JAY|PO BOX 5776||DECATUR|AR045|AL|35601||related1968@example.org|1588667513||||||||||||||||||||||64447CARXB|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||MOORE|JAMES|1919 W. CORONET AVENUE||ANAHEIM|AR143|CA|92801||monitoring1990@yahoo.com|1356344386||||||||||||||||||||||94364HZBKZ|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||CHAMBERS|JOSEPH|221 MAHALANI STREET||WAILUKU|LA017|HI|96793||prefer2006@outlook.com|1831197813||||||||||||||||||||||20095NMGVU|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ZIEGELBEIN|KURT|1836 SOUTH AVE||LA CROSSE|AR119|WI|54601||hampshire1899@example.com|1205830809||||||||||||||||||||||21856MSUQA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||ATTIG|ELIZABETH|6080 N LA CHOLLA BLVD # 200||TUCSON|NE153|AZ|85741||flights1984@gmail.com|1548263783||||||||||||||||||||||16191VFHPZ|
20|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||I||POSER|ROLF|635 PARK AVE.||COLUMBUS|AR031|WI|53925||madagascar1851@example.com|1013910645||||||||||||||||||||||48353IRIRP|
20|207RG0300X|207RG0300X|207RG0300X|207RG0300X||||PROVIDER||O||ANGLIN|EDWARD|1455 E BERT KOUNS LOOP||SHREVEPORT|AR119|LA|71105||fotos2004@example.com|1811991714||||||||||||||||||||||43483OJIKZ|
259|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||DUNSTAN|JAMES|1204 FENWICK DR||LYNCHBURG|NE109|VA|24502||travel1973@example.org|1750384137||||||||||||||||||||||91581OPDHL|
471|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||CALDERON|VINCENT|PO BOX 23410||LITTLE ROCK|NE109|AR|72221||olympic1863@example.com|1972508513||||||||||||||||||||||69440PFIAD|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||FAWCETT|KENNEDY|1515 WILSON AVE||AMES|NE109|IA|50010||note1823@yahoo.com|1124021464||||||||||||||||||||||71405YODBX|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||BUTLER|THOMAS|6501 PEAKE RD||MACON|AR143|GA|31210||ref1894@yandex.com|1942206636||||||||||||||||||||||91740VCTZN|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||PETRASKO|MARIAN|PO BOX 91407||SIOUX FALLS|AR143|SD|57109||collapse2039@yahoo.com|1881699965||||||||||||||||||||||04684XDNXC|
259|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||O||DIMARZIO|DANTE|1600 E HIGH ST||POTTSTOWN|AR007|PA|19464||ooo1945@example.com|1518967314||||||||||||||||||||||63719HRPUF|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ROBINSON|ALMA|1111 N CHARLES ST||BALTIMORE|LA071|MD|21201||pty2015@gmail.com|1609879428||||||||||||||||||||||62555UKDFA|
170|207RG0300X|207RG0300X|207RG0300X|207RG0300X||||FACILITY||O||GILLUM|PAUL|2413 PALMER CIR||NORMAN|AR007|OK|73069||periods1922@gmail.com|1982602025||||||||||||||||||||||72908GOWSW|
170|207RN0300X|207RN0300X|207RN0300X|207RN0300X||||PROVIDER||O||COLE|GEORGE|PO BOX 50728||AMARILLO|LA071|TX|79159||cope1856@duck.com|1225031230||||||||||||||||||||||71297TZLQI|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||PENNOCK|GREGORY|2003 KOOTENAI HEALTH WAY||COEUR D ALENE|AR069|ID|83814||mentioned1900@example.com|1700889607||||||||||||||||||||||13163XTDIA|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||RESEN|DAVID|PO BOX 43||GREEN LAKE|AR031|WI|54941||booth2016@outlook.com|1255334330||||||||||||||||||||||46871OESJB|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ANDERSEN|ERIC|PO BOX 1475||DES MOINES|NE109|IA|50305||riverside1829@duck.com|1073517959||||||||||||||||||||||01700HMGSV|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||LIPTAKOVA|HELENA|PO BOX 593||WHITE SULPHUR SPRINGS|LA071|WV|24986||modelling2018@duck.com|1104820802||||||||||||||||||||||11380OSBPH|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||JANOS|AARON|500 SOUTH UNIVERSITY AVENUE||LITTLE ROCK|LA017|AR|72205||help2087@outlook.com|1003819996||||||||||||||||||||||70479WMYFG|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||ALGAN|SHEILA|1122 NE 13TH ST||OKLAHOMA CITY|AR119|OK|73117||beneficial2001@yandex.com|1629071543||||||||||||||||||||||77586CMMLA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||STRICKLER|STEVEN|3260 HOSPITAL DR||JUNEAU|NE109|AK|99801||admissions1833@yahoo.com|1699778290||||||||||||||||||||||17324ILZKD|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||POSER|ROLF|635 PARK AVE.||COLUMBUS|PA003|WI|53925||concepts1865@example.org|1013910645||||||||||||||||||||||90374SOGEC|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||MOOREVILLE|RUTH|P.O. BOX 191||ROCKLAND|LA017|DE|19723||tried1815@outlook.com|1538162219||||||||||||||||||||||53578RONIQ|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||DIGIOVANNI|LOUIS|PO BOX 2000||HUDSON|LA017|NY|12534||prophet1824@duck.com|1265435432||||||||||||||||||||||06267XMLJA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||HICKS|JOHN|1213 56TH ST||MERIDIAN|PA003|MS|39305||threatening1866@gmail.com|1942204284||||||||||||||||||||||73505ONDHB|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ARONOFF|ROBERT|PO BOX 858||HERSHEY|LA017|PA|17033||occasionally2017@outlook.com|1043213226||||||||||||||||||||||78163EZZPP|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||MASON|BRIAN|611 W PARK ST||URBANA|AR069|IL|61801||watershed1906@example.com|1346248028||||||||||||||||||||||44475ULQIO|
471|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||FROST|CARRIE|25A JUNE ST||SANFORD|AR143|ME|40732||nvidia2014@yahoo.com|1457354540||||||||||||||||||||||61700LIJCL|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||SEKHARAN|RAJ|1814 E LOCUST ST||DAVENPORT|AR131|IA|52803||residential1848@gmail.com|1831190495||||||||||||||||||||||52710ESGGP|
170|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||O'CONNOR|CORMAC|PSC 475||FPO|AR131|AP|96350||syndrome1997@yandex.com|1780686360||||||||||||||||||||||57896HFXHI|
259|207R00000X|207R00000X|207R00000X|207R00000X||||PROVIDER||O||SUNG|BIN|600 JEFFERSON ST STE 301||LAFAYETTE|AR007|LA|70501||depth1983@duck.com|1669475711||||||||||||||||||||||73427JCJMI|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||PERELSON|GLENN|PO BOX 606||SPRING VALLEY|AR007|CA|91976||cholesterol2078@example.com|1972506970||||||||||||||||||||||69167HYVNT|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||AUSTIN|SUSAN|820 N CHELAN AVE||WENATCHEE|AR031|WA|98801||shield1909@example.com|1659374767||||||||||||||||||||||30910DGBES|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||DEPAOLIS|DION|604 S. BITTERSWEET LANE||LANSING|AR007|KS|66043||top1810@example.com|1548265960||||||||||||||||||||||19440DLAWM|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||GUTIERREZ|MATTHEW|246 PLEASANT STREET MEMORIAL BUILDING, WEST, GROUND FLO||CONCORD|AR069|NH|33012||parents2085@live.com|1508860552||||||||||||||||||||||20846KEQWN|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||RING|MICHAEL|PO BOX 331||LIBERTY LAKE|NE055|WA|99019||arrangement1946@gmail.com|1467455543||||||||||||||||||||||99910MCBUM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||VERNOY|TERRY|1329 LUSITANA ST||HONOLULU|AR045|HI|96813||liz1960@protonmail.com|1124021878||||||||||||||||||||||21311FPDFU|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||AVIOLI|RICHARD|510 BUTLER AVE||MARTINSBURG|AR007|WV|25405||appearing2016@outlook.com|1124022173||||||||||||||||||||||41880DGTPY|
259|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||GILSTAD|JOHN|US NAVAL HOSPITAL||FPO|AR031|AP|96350||incentive2011@live.com|1669473856||||||||||||||||||||||00560BIYRJ|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||ELLER|BRIAN|3165 DUNES VALLEY PATH||STEVENSVILLE|PA003|MI|49127||theme1994@protonmail.com|1457354482||||||||||||||||||||||00047MUATM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||HARRIS|HOADLEY|3290 20TH ST S||FARGO|NE055|ND|58104||substantial2035@yahoo.com|1811991607||||||||||||||||||||||30589IWFXH|
20|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||BAKER|DAVID|5000 AMBASSADOR CAFFERY PKWY||LAFAYETTE|AR007|LA|70508||space1906@example.org|1356344428||||||||||||||||||||||58965BKJEK|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||I||BERTOLINO|GERARD|1990 INDUSTRIAL BLVD||HOUMA|LA071|LA|70363||copied2037@protonmail.com|1003810474||||||||||||||||||||||20154DZEGD|
170|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||MANKAD|REKHA|200 1ST ST SW||ROCHESTER|LA033|MN|55905||described2034@protonmail.com|1306846290||||||||||||||||||||||10171KAURB|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||WALLS|JOSEPH|973 MICA DR||CARSON CITY|PA003|NV|89705||cabinets2083@live.com|1154323277||||||||||||||||||||||69107RMAJX|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||ZALLEN|BARRY|130 DRAPER RD||WAYLAND|AR045|MA|17781||lines1932@duck.com|1588667539||||||||||||||||||||||13036WTLBL|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||AVIOLI|RICHARD|510 BUTLER AVE||MARTINSBURG|AR143|WV|25405||six2012@live.com|1124022173||||||||||||||||||||||68850FEFLU|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||HASNAIN|WIRASAT|KING ABDULAZIZ MEDICAL CITY P.O.BOX 9515||JEDDAH|AR143|MA|21423||purpose1877@example.org|1679574891||||||||||||||||||||||72378OVCDA|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||O||PROYTCHEVA|MARIA|PO BOX 29681||PHOENIX|AR031|AZ|85038||ingredients1860@yahoo.com|1386644433||||||||||||||||||||||59957AZGKM|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||NASSIF|MARIAM|PO BOX 27128||SALT LAKE CITY|AR131|UT|84127||paint1998@live.com|1326043209||||||||||||||||||||||02452MBEZP|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||FISH|DANIEL|60 OLD NEW MILFORD RD||BROOKFIELD|AR045|CT|68042||nursing2000@duck.com|1659374734||||||||||||||||||||||88492DRQLI|
170|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||ABRAHAM|NADIA|8200 DODGE ST||OMAHA|NE153|NE|68114||attacks1850@example.com|1801899067||||||||||||||||||||||92537YJYAC|
471|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||I||ZIEGELBEIN|KURT|1836 SOUTH AVE||LA CROSSE|LA017|WI|54601||weekend1901@example.com|1205830809||||||||||||||||||||||46021JTNKS|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||SEKHARAN|RAJ|1814 E LOCUST ST||DAVENPORT|LA017|IA|52803||preliminary1966@gmail.com|1831190495||||||||||||||||||||||94919MLZFG|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||I||TOOZE|STEVEN|211 EXECUTIVE DR STE 11||NEWARK|LA033|DE|19702||displays1966@yahoo.com|1427051226||||||||||||||||||||||61752ELLDW|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||QALBANI|FAHIMA|612 N SIOUX POINT RD||DAKOTA DUNES|LA017|SD|57049||calvin1872@duck.com|1629071881||||||||||||||||||||||77768UEHFZ|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||HASNAIN|WIRASAT|KING ABDULAZIZ MEDICAL CITY P.O.BOX 9515||JEDDAH|AR069|MA|21423||consensus1900@yahoo.com|1679574891||||||||||||||||||||||67358FTRTT|
170|207R00000X|207R00000X|207R00000X|207R00000X||||FACILITY||I||BOWENS|CHRISTOPHER|1400 PEOPLES PLZ STE 111||NEWARK|LA033|DE|19702||gmc2088@protonmail.com|1487657102||||||||||||||||||||||59304OHOQT|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||ADAWADKAR|PRAKASH|4201 DALE BLVD||DALE CITY|NE109|VA|22193||relevant1881@protonmail.com|1235132317||||||||||||||||||||||36825AICVP|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||BERGER|BARRY|40 CEDAR RD||CHESTNUT HILL|AR031|MA|24672||mad1916@example.com|1184627028||||||||||||||||||||||90532PYWCK|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||I||ANTONACCI|VITTORIO|700 E MOREHEAD ST||CHARLOTTE|AR045|NC|28202||resulted1829@yahoo.com|1902800329||||||||||||||||||||||32695VROQY|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||STEVENS|WILLIAM|PO BOX 80217||PHOENIX|PA003|AZ|85060||determining1998@duck.com|1356344824||||||||||||||||||||||68829RLDWK|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||MALOUF|JAMES|2380 N 400 E||N LOGAN|AR007|UT|84341||exchanges1984@gmail.com|1790788503||||||||||||||||||||||74156FZFJJ|
20|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||CHILCOTE|WAYNE|123 PRIMROSE LN||HAMILTON|AR143|MT|59840||defines1876@example.org|1508861840||||||||||||||||||||||19422HZLLD|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||MORGAN|CLAIRE|29 HILLCREST DR LOT 24A||HATTIESBURG|NE153|MS|39402||ended2078@duck.com|1679576458||||||||||||||||||||||31659GZEGP|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||HOERNER|THOMAS|16 PELHAM RD||SALEM|AR143|NH|30792||jamie1946@example.com|1275525123||||||||||||||||||||||62569SJUMB|
259|207X00000X|207X00000X|207X00000X|207X00000X||||FACILITY||O||ELWOOD|LORI|1320 W MAIN ST||NEWARK|NE153|OH|43055||accessibility2043@example.org|1417956624||||||||||||||||||||||58153ZWCBE|
170|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||GROUP||O||FISH|DANIEL|60 OLD NEW MILFORD RD||BROOKFIELD|NE153|CT|68042||univ1926@example.com|1659374734||||||||||||||||||||||53685QFZBP|
259|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||PROVIDER||O||MYHRE|MICHAEL|PO BOX 9589||BOISE|NE153|ID|83707||exam1995@gmail.com|1821093527||||||||||||||||||||||99453NXQEE|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||O||DEAN|ROBERT|1800 12TH ST||MERIDIAN|AR069|MS|39301||productions1812@yandex.com|1528060522||||||||||||||||||||||05274TXKDX|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||BOYER|MICHAEL|295 CHIPETA WAY||SALT LAKE CITY|LA033|UT|84108||proper2074@outlook.com|1598763112||||||||||||||||||||||21404TWIRS|
20|207X00000X|207X00000X|207X00000X|207X00000X||||GROUP||I||CARLSON|RICHARD|500 E ROBINSON ST||NORMAN|AR045|OK|73071||harder1811@protonmail.com|1124021597||||||||||||||||||||||50204WCROM|
20|207RC0000X|207RC0000X|207RC0000X|207RC0000X||||FACILITY||O||NASSIF|MARIAM|PO BOX 27128||SALT LAKE CITY|AR069|UT|84127||invite2086@gmail.com|1326043209||||||||||||||||||||||71077FFUVK|
20|207X00000X|207X00000X|207X00000X|207X00000X||||PROVIDER||I||JOHNSON|GLENN|2215 BIG TIMBER RD||CALMAR|AR031|IA|52132||sexually1876@live.com|1417950569||||||||||||||||||||||43404GFOBF|
